zf_gene_id;zf11_gene;mouse_gene;zf10_gene
ENSDARG00000061165;slc6a4a;Slc6a4;slc6a4a
ENSDARG00000055530;sertad2b;Sertad2;sertad2b
ENSDARG00000057017;slc6a4b;Slc6a4;slc6a4b
ENSDARG00000056793;jazf1b;Jazf1;jazf1b
ENSDARG00000007172;plxna3;Plxna3;plxna3
ENSDARG00000038858;setd7;Setd7;setd7
ENSDARG00000105231;kmt5aa;Kmt5a;setd8a
ENSDARG00000009753;sf3b6;Sf3b6;sf3b6
ENSDARG00000035521;sfrp1a;Sfrp1;sfrp1a
ENSDARG00000039041;sfrp5;Sfrp5;sfrp5
ENSDARG00000017843;srsf1b;Srsf1;srsf1b
ENSDARG00000002168;tra2b;Tra2b;tra2b
ENSDARG00000098574;srsf11;Srsf11;srsf11
ENSDARG00000061742;clasrp;Clasrp;clasrp
ENSDARG00000057691;srsf1a;Srsf1;srsf1a
ENSDARG00000045885;scaf11;Scaf11;scaf11
ENSDARG00000100815;srsf3a;Srsf3;srsf3a
ENSDARG00000025397;srsf3a;Srsf3;srsf3a
ENSDARG00000059360;srsf3b;Srsf3;srsf3b
ENSDARG00000105293;srsf4;Srsf4;srsf4
ENSDARG00000027734;srsf5b;Srsf5;srsf5b
ENSDARG00000016783;srsf6b;Srsf6;srsf6b
ENSDARG00000101057;srsf7b;Srsf7;srsf7b
ENSDARG00000005980;sfswap;Sfswap;sfswap
ENSDARG00000103595;sfxn5a;Sfxn5;sfxn5a
ENSDARG00000057296;cbln1;Cbln1;cbln1
ENSDARG00000061240;cbln4;Cbln4;cbln4
ENSDARG00000068232;cbln12;Cbln3;cbln12
ENSDARG00000090969;cbln18;Cbln3;cbln18
ENSDARG00000087476;cbln20;Cbln3;cbln20
ENSDARG00000038574;scg2b;Scg2;scg2b
ENSDARG00000086169;rskrb;Rskr;sgk494b
ENSDARG00000013871;slc5a1;Slc5a1;slc5a1
ENSDARG00000029621;sgms1b;Sgms1;sgms1
ENSDARG00000052520;sgms2a;Sgms2;sgms2
ENSDARG00000056214;gnrh3;Gnrh1;gnrh3
ENSDARG00000103907;sgo1;Sgo1;sgol1
ENSDARG00000016769;sgtb;Sgtb;sgtb
ENSDARG00000100083;sugt1;Sugt1;sgut1
ENSDARG00000095348;sh2d1aa;Sh2d1a;sh2d1aa
ENSDARG00000104555;sh2d3cb;Sh2d3c;sh2d3cb
ENSDARG00000020000;sh3bp4a;Sh3bp4;sh3bp4a
ENSDARG00000103978;sh3bp5b;Sh3bp5;sh3bp5b
ENSDARG00000023600;sh3gl2a;Sh3gl2;sh3gl2a
ENSDARG00000007302;sh3gl3b;Sh3gl3;sh3gl3b
ENSDARG00000035470;sh3glb2b;Sh3glb2;sh3glb2b
ENSDARG00000008983;sh3glb2a;Sh3glb2;sh3glb2a
ENSDARG00000060148;sh3pxd2aa;Sh3pxd2a;sh3pxd2aa
ENSDARG00000056004;sprn;Sprn;sprn
ENSDARG00000062325;shank2b;Shank2;shank2
ENSDARG00000062109;shdb;Shd;shdb
ENSDARG00000042861;ltk;Alk;ltk
ENSDARG00000068246;plcb3;Plcb3;plcb3
ENSDARG00000027899;sem1;Sem1;shfm1
ENSDARG00000071543;shisa10.2;Shisa5;SHISA4
ENSDARG00000063144;shisa7b;Shisa7;shisa7b
ENSDARG00000036279;lamc1;Lamc1;lamc1
ENSDARG00000007494;st3gal8;6430550D23Rik;st3gal8
ENSDARG00000079310;st3gal1l;St3gal1;st3gal1l
ENSDARG00000039064;st3gal7;St3gal6;st3gal7
ENSDARG00000015374;st3gal3a;St3gal3;st3gal3a
ENSDARG00000044381;siah2l;Siah2;siah2l
ENSDARG00000069472;chsy3;Chsy3;chsy3
ENSDARG00000018393;kank2;Kank2;kank2
ENSDARG00000030933;ksr1b;Ksr1;ksr1b
ENSDARG00000017901;tln2a;Tln2;tln2a
ENSDARG00000053505;fbxo22;Fbxo22;fbxo22
ENSDARG00000023999;heatr5a;Heatr5a;heatr5a
ENSDARG00000056279;ccdc157;Ccdc157;ccdc157
ENSDARG00000068601;atmin;Atmin;atmin
ENSDARG00000056467;tmub2;Tmub2;tmub2
ENSDARG00000020785;lama4;Lama4;lama4
ENSDARG00000032005;ccdc65;Ccdc65;ccdc65
ENSDARG00000000540;asnsd1;Asnsd1;asnsd1
ENSDARG00000000516;ankar;Ankar;ankar
ENSDARG00000043635;cmc2;Cmc2;cmc2
ENSDARG00000015199;cblb;Cblb;cblb
ENSDARG00000039390;sdhaf4;Sdhaf4;sdhaf4
ENSDARG00000031302;smap1;Smap1;smap1
ENSDARG00000068286;slc7a4;Slc7a4;slc7a4
ENSDARG00000068175;ing5b;Ing5;ing5b
ENSDARG00000006065;znf385b;Zfp385b;znf385b
ENSDARG00000014333;ormdl1;Ormdl1;ormdl1
ENSDARG00000005640;adat3;Adat3;adat3
ENSDARG00000000142;tmem267;Tmem267;tmem267
ENSDARG00000087474;ccr6a;Ccr6;ccr6a
ENSDARG00000028731;stat4;Stat4;stat4
ENSDARG00000076182;stat1b;Stat1;stat1b
ENSDARG00000034677;scel;Scel;scel
ENSDARG00000000442;slc39a13;Slc39a13;slc39a13
ENSDARG00000001210;arl14ep;Arl14ep;arl14ep
ENSDARG00000000380;pde6a;Pde6a;pde6a
ENSDARG00000000001;slc35a5;Slc35a5;slc35a5
ENSDARG00000000002;ccdc80;Ccdc80;ccdc80
ENSDARG00000055705;f5;F5;f5
ENSDARG00000058990;slc35a2;Slc35a2;slc35a2
ENSDARG00000044972;bcap31;Bcap31;bcap31
ENSDARG00000033516;efr3ba;Efr3b;efr3ba
ENSDARG00000000837;snx9a;Snx9;snx9a
ENSDARG00000102048;slc25a43;Slc25a43;slc25a43
ENSDARG00000077762;slc2a4rg;Slc2a4rg-ps;si:rp71-79p20.2
ENSDARG00000068030;apold1b;Apol8;si:cabz01007802.1
ENSDARG00000087814;mfrp;Mfrp;ENSDARG00000087814
ENSDARG00000062959;zgc:158785;Marchf3;zgc:158785
ENSDARG00000090998;si:cabz01071911.3;Zfp1;si:cabz01071911.3
ENSDARG00000103288;pdpr;Pdpr;PDPR
ENSDARG00000097890;slc25a10a;Slc25a10;si:ch1073-100f3.2
ENSDARG00000094408;mfap4.11;Mfap4;MFAP4
ENSDARG00000092806;mfap4.7;Mfap4;MFAP4
ENSDARG00000096586;mfap4.10;Mfap4;ENSDARG00000096586
ENSDARG00000087762;rab27b;Rab27b;rab27b
ENSDARG00000089486;cplx3b;Cplx3;cplx3b
ENSDARG00000088981;tmem220;Tmem220;tmem220
ENSDARG00000105350;histh1l2;H1f6;si:ch1073-153i20.4
ENSDARG00000095802;pcare2;Pcare;si:ch1073-155h21.2
ENSDARG00000035771;mepceb;Mepce;MEPCE
ENSDARG00000104903;cdkn1cb;Cdkn1c;cdkn1cb
ENSDARG00000074012;h1l1;H1f3;si:ch1073-159d7.7
ENSDARG00000077610;hykk.1;Hykk;hykk.1
ENSDARG00000102377;slc6a16b;Slc6a21;slc6a16b
ENSDARG00000105761;or63h1;Or2at4;or121-1
ENSDARG00000078752;rubcn;Rubcn;rubcn
ENSDARG00000060482;mid1;Mid1;mid1
ENSDARG00000090108;dbndd1;Dbndd1;si:ch1073-174d20.1
ENSDARG00000079651;afg3l1;Afg3l1;si:ch1073-174d20.2
ENSDARG00000060751;taok3a;Taok3;taok3a
ENSDARG00000059695;dusp28;Dusp28;dusp28
ENSDARG00000077029;bub1;Bub1;bub1
ENSDARG00000099227;galnt13;Galnt13;galnt13
ENSDARG00000061131;kif21a;Kif21a;kif21a
ENSDARG00000096597;dmac2;Dmac2;ENSDARG00000096597
ENSDARG00000105683;or55a4;Or55b10;CABZ01018874.2
ENSDARG00000100261;map10;Map10;si:ch1073-266p11.2
ENSDARG00000037359;cdr2b;Cdr2;si:ch1073-272o11.3
ENSDARG00000098837;tgm5l;Tgm3;tgm5l
ENSDARG00000103663;ninj1;Ninj1;NINJ1
ENSDARG00000004328;lin28aa;Lin28a;LIN28A
ENSDARG00000102914;dennd4b;Dennd4b;dennd4b
ENSDARG00000054984;zbtb41;Zbtb41;zbtb41
ENSDARG00000087145;parp10;Parp10;si:ch1073-296d18.1
ENSDARG00000093773;plex9.2;Trex2;si:ch1073-296i8.2
ENSDARG00000078331;best1;Best1;best1
ENSDARG00000036793;ttll5;Ttll5;ttll5
ENSDARG00000051754;rpgrip1l;Rpgrip1l;rpgrip1l
ENSDARG00000104105;ttf2;Ttf2;ttf2
ENSDARG00000102353;ddx47;Ddx47;ddx47
ENSDARG00000077792;cdc42ep1b;Cdc42ep1;cdc42ep1b
ENSDARG00000037843;tor4aa;Tor4a;tor4aa
ENSDARG00000010145;tor4aa;Tor4a;tor4aa
ENSDARG00000060471;gcnt3;Gcnt3;gcnt3
ENSDARG00000096306;lrrc41;Lrrc41;si:ch1073-342h5.2
ENSDARG00000061040;pum2;Pum2;pum2
ENSDARG00000060838;trim35-33;Trim75;trim35-33
ENSDARG00000088807;klhl22;Klhl22;klhl22
ENSDARG00000101317;grinaa;Grina;grinaa
ENSDARG00000099801;topaz1;Topaz1;topaz1
ENSDARG00000092584;plex9.1;Trex2;si:ch1073-385f13.3
ENSDARG00000102075;rnf122;Rnf122;ENSDARG00000102075
ENSDARG00000102599;tgoln2;Tgoln2;si:ch1073-392o20.2
ENSDARG00000040135;fosaa;Fos;fosaa
ENSDARG00000059029;mmp28;Mmp28;mmp28
ENSDARG00000075732;taf4b;Taf4b;taf4b
ENSDARG00000038996;egln1a;Egln1;egln1a
ENSDARG00000073771;tbc1d12b;Tbc1d12;tbc1d12b
ENSDARG00000089101;plrdgb;Pitpnm3;plrdgb
ENSDARG00000086075;ttc3;Ttc3;ttc3
ENSDARG00000039852;ftr93;Trim80;ftr93
ENSDARG00000045299;vmo1b;Vmo1;vmo1b
ENSDARG00000077231;vwf;Vwf;vwf
ENSDARG00000101556;fam111.2;Fam111a;si:ch1073-475a24.1
ENSDARG00000058964;themis2;Themis2;themis2
ENSDARG00000101445;klhl7;Klhl7;klhl7
ENSDARG00000014792;lrrc4bb;Lrrc4b;lrrc4bb
ENSDARG00000034222;hs1bp3;Hs1bp3;hs1bp3
ENSDARG00000058108;eps8l2;Eps8l2;ENSDARG00000058108
ENSDARG00000004176;ulk4;Ulk4;ulk4
ENSDARG00000091418;snx17;Snx17;snx17
ENSDARG00000043388;atraid;Atraid;atraid
ENSDARG00000014004;eif2b4;Eif2b4;eif2b4
ENSDARG00000039411;cep68;Cep68;cep68
ENSDARG00000055525;lgalslb;Lgalsl;lgalslb
ENSDARG00000036481;tcn2;Tcn2;tcn2
ENSDARG00000103184;pamr1a;Pamr1;PAMR1
ENSDARG00000101979;eps8l3a;Eps8l3;eps8l3a
ENSDARG00000089567;patl2;Patl2;si:ch211-103b1.2
ENSDARG00000096081;lrrc56;Lrrc56;LRRC56
ENSDARG00000061835;zpld1a;Zpld1;zpld1a
ENSDARG00000044143;nol8;Nol8;nol8
ENSDARG00000070555;ldlrad4a;Ldlrad4;ldlrad4a
ENSDARG00000016963;slc16a1a;Slc16a1;slc16a1a
ENSDARG00000008249;ptchd4;Ptchd4;ptchd4
ENSDARG00000022772;osbp2b;Osbp2;ENSDARG00000022772
ENSDARG00000035565;atp6v0a2b;Atp6v0a2;atp6v0a2b
ENSDARG00000011672;sema3b;Sema3b;sema3b
ENSDARG00000052097;trim35-31;Trim75;trim35-31
ENSDARG00000075706;myripa;Myrip;si:ch211-106h4.9
ENSDARG00000036809;anpepa;Anpep;ENSDARG00000036809
ENSDARG00000070995;inpp4ab;Inpp4a;inpp4ab
ENSDARG00000062517;fam110d;Fam110d;si:ch211-107n13.1
ENSDARG00000104390;sumo2a;Sumo2;sumo2a
ENSDARG00000075543;chd8;Chd8;chd8
ENSDARG00000053934;hdhd3;Hdhd3;hdhd3
ENSDARG00000053939;tgfa;Tgfa;tgfa
ENSDARG00000062077;acsbg1;Acsbg1;acsbg1
ENSDARG00000034982;zcchc8;Zcchc8;zcchc8
ENSDARG00000020981;slc35a3b;Slc35a3;slc35a3b
ENSDARG00000058410;acbd5b;Acbd5;acbd5b
ENSDARG00000057042;tm2d1;Tm2d1;tm2d1
ENSDARG00000088167;sh2d7;Sh2d7;si:ch211-112g6.4
ENSDARG00000061560;stim1b;Stim1;stim1b
ENSDARG00000020777;cep85l;Cep85l;cep85l
ENSDARG00000051730;slc7a10b;Slc7a10;slc7a10b
ENSDARG00000052277;cabp2b;Cabp2;cabp2b
ENSDARG00000079631;zfp91;Zfp91;si:ch211-113e8.10
ENSDARG00000078251;tesk1a;Tesk1;ENSDARG00000078251
ENSDARG00000067729;arid3c;Arid3c;arid3c
ENSDARG00000069649;tmem160;Tmem160;tmem160
ENSDARG00000035560;capga;Capg;capga
ENSDARG00000058270;colgalt1b;Colgalt1;COLGALT1
ENSDARG00000052035;nxnl1;Nxnl1;nxnl1
ENSDARG00000075924;rapgef4b;Rapgef4;ENSDARG00000075924
ENSDARG00000058159;ipo8;Ipo8;ipo8
ENSDARG00000103648;znf536;Zfp536;znf536
ENSDARG00000100313;pip5k1cb;Pip5k1c;pip5k1cb
ENSDARG00000098345;mamdc2a;Mamdc2;mamdc2a
ENSDARG00000102338;ptar1;Ptar1;ptar1
ENSDARG00000039820;mea1;Mea1;mea1
ENSDARG00000075730;dnph1;Dnph1;dnph1
ENSDARG00000058738;slc26a6l2;Slc26a6;ENSDARG00000058738
ENSDARG00000079796;ldah;Ldah;ldah
ENSDARG00000041431;slc24a1;Slc24a1;slc24a1
ENSDARG00000062721;dennd4a;Dennd4a;dennd4a
ENSDARG00000041417;atp6ap1a;Atp6ap1;atp6ap1a
ENSDARG00000073923;adck2;Adck2;adck2
ENSDARG00000031956;tmem63a;Tmem63a;tmem63a
ENSDARG00000017355;rsph9;Rsph9;rsph9
ENSDARG00000024465;mrps18a;Mrps18a;mrps18a
ENSDARG00000100835;rgs13b;Rgs13;si:ch211-117l17.5
ENSDARG00000061061;dpagt1;Dpagt1;dpagt1
ENSDARG00000035459;spns3;Spns3;spns3
ENSDARG00000073695;mamdc2b;Mamdc2;mamdc2b
ENSDARG00000090372;taar14e;Taar7b;taar14e
ENSDARG00000090812;taar14g;Taar8a;taar14g
ENSDARG00000088859;taar14f;Taar7a;taar14f
ENSDARG00000091705;taar14d;Taar7b;taar14d
ENSDARG00000091733;taar14b;Taar7b;zgc:153137
ENSDARG00000041414;bmf2;Bmf;bmf2
ENSDARG00000077419;nectin4a;Nectin4;si:ch211-119e14.9
ENSDARG00000074064;rem2;Rem2;rem2
ENSDARG00000038742;rbp1.2;Rbp1;RBP1
ENSDARG00000023026;pkp2;Pkp2;pkp2
ENSDARG00000063457;wash1;Washc1;wash1
ENSDARG00000093091;iqsec3b;Iqsec3;iqsec3b
ENSDARG00000014053;olfm1b;Olfm1;olfm1b
ENSDARG00000028676;nuak1b;Nuak1;nuak1b
ENSDARG00000053828;ubxn11;Ubxn11;ubxn11
ENSDARG00000070565;adap2;Adap2;adap2
ENSDARG00000007737;zyg11;Zyg11a;zyg11
ENSDARG00000026519;ralgps2;Ralgps2;ralgps2
ENSDARG00000078169;cacna2d2b;Cacna2d2;cacna2d2b
ENSDARG00000088204;shisa8b;Shisa8;shisa8b
ENSDARG00000088816;trabd2b;Trabd2b;trabd2b
ENSDARG00000074086;tecpr1b;Tecpr1;tecpr1b
ENSDARG00000079473;map3k21;Map3k21;ENSDARG00000079473
ENSDARG00000013524;cyp2ae1;Cyp2j7;cyp2ae1
ENSDARG00000063330;mgat4a;Mgat4a;mgat4a
ENSDARG00000043475;tagapb;Tagap;tagapb
ENSDARG00000053066;tubb1;Tubb1;tubb1
ENSDARG00000036159;trhrb;Trhr;trhrb
ENSDARG00000098790;sowahca;Sowahc;sowahca
ENSDARG00000086362;pou6f2;Pou6f2;pou6f2
ENSDARG00000045790;kics2;Kics2;si:ch211-125a15.1
ENSDARG00000045789;srgap1b;Srgap1;srgap1b
ENSDARG00000038321;zgc:172053;Reg4;zgc:172053
ENSDARG00000074160;paqr4b;Paqr4;paqr4b
ENSDARG00000093170;mef2b;Mef2b;mef2b
ENSDARG00000016730;rfxank;Rfxank;rfxank
ENSDARG00000056162;nr2c2ap;Nr2c2ap;nr2c2ap
ENSDARG00000086661;tmem221;Tmem221;ENSDARG00000086661
ENSDARG00000054373;b3gnt3.2;B3gnt3;ENSDARG00000054373
ENSDARG00000093521;b3gnt3.3;B3gnt3;ENSDARG00000093521
ENSDARG00000006832;galnt9;Galnt9;galnt9
ENSDARG00000008450;pcolce2a;Pcolce2;pcolce2a
ENSDARG00000061818;meox2b;Meox2;meox2b
ENSDARG00000063005;anapc7;Anapc7;anapc7
ENSDARG00000063153;bcl11ab;Bcl11a;bcl11ab
ENSDARG00000100375;timm23b;Timm23;timm23b
ENSDARG00000010531;scamp4;Scamp4;scamp4
ENSDARG00000071424;ap3d1;Ap3d1;ap3d1
ENSDARG00000063371;rasa3;Rasa3;rasa3
ENSDARG00000060103;cpeb3;Cpeb3;cpeb3
ENSDARG00000028431;adnp2b;Adnp2;adnp2b
ENSDARG00000062906;kcnv2b;Kcnv2;kcnv2b
ENSDARG00000062904;idua;Idua;idua
ENSDARG00000062272;afg3l2;Afg3l2;afg3l2
ENSDARG00000045633;asb15a;Asb15;asb15a
ENSDARG00000075012;glra2;Glra2;glra2
ENSDARG00000104113;zgc:136767;Trim35;zgc:136767
ENSDARG00000057395;ssbp2a;Ssbp2;ENSDARG00000057395
ENSDARG00000027192;hcn3;Hcn3;hcn3
ENSDARG00000102200;man2a1;Man2a1;man2a1
ENSDARG00000052255;trim35-3;Trim75;trim35-3
ENSDARG00000095739;si:dkey-73p2.1;Gimap7;si:dkey-73p2.1
ENSDARG00000079462;ptges3l;Ptges3l;si:ch211-131k2.3
ENSDARG00000068372;zgc:158427;Slc6a12;zgc:158427
ENSDARG00000010376;slc5a3a;Slc5a3;slc5a3a
ENSDARG00000075505;ptgfrnb;Ptgfrn;PTGFRN
ENSDARG00000090889;lect2.2;Lect2;ENSDARG00000090889
ENSDARG00000098852;smdt1b;Smdt1;smdt1b
ENSDARG00000075870;triobpa;Triobp;triobpa
ENSDARG00000071164;alkbh1;Alkbh1;alkbh1
ENSDARG00000095633;smim24;Smim24;si:ch211-133l5.7
ENSDARG00000035514;adam28;Adam28;adam28
ENSDARG00000076135;mmrn2a;Mmrn2;mmrn2a
ENSDARG00000038686;shld2;Shld2;si:ch211-134m17.9
ENSDARG00000056034;pip4p2;Pip4p2;tmem55a
ENSDARG00000010728;scin;Scin;scin
ENSDARG00000070809;znf516;Zfp516;znf516
ENSDARG00000076090;jakmip1;Jakmip1;jakmip1
ENSDARG00000006944;gdpd3b;Gdpd3;gdpd3b
ENSDARG00000075864;igsf9a;Igsf9;igsf9a
ENSDARG00000027638;adra1ab;Adra1a;adra1ab
ENSDARG00000094243;shda;Shd;shda
ENSDARG00000078644;spmap2;Spmap2;theg
ENSDARG00000093078;plscr3a;Plscr3;plscr3a
ENSDARG00000077261;lmod1b;Lmod1;lmod1b
ENSDARG00000074414;sema4ba;Sema4b;sema4ba
ENSDARG00000045265;gsg1l2b;Gsg1l2;gsg1l2b
ENSDARG00000077573;tmprss13b;Tmprss13;tmprss13b
ENSDARG00000012860;tmprss4b;Tmprss4;tmprss4b
ENSDARG00000035352;pafah1b2;Pafah1b2;pafah1b2
ENSDARG00000094561;fxyd2;Fxyd2;si:ch211-139a5.9
ENSDARG00000076345;taar19p;Taar8a;taar19p
ENSDARG00000019426;trioa;Trio;trioa
ENSDARG00000003022;limk1b;Limk1;limk1b
ENSDARG00000058503;flt3;Flt3;flt3
ENSDARG00000078249;unc13d;Unc13d;unc13d
ENSDARG00000087016;micall1b.2;Micall1;si:ch211-254c8.2
ENSDARG00000096668;mzt1;Mzt1;MZT1
ENSDARG00000087285;tmem182b;Tmem182;tmem182b
ENSDARG00000079549;cdc42ep1a;Cdc42ep1;cdc42ep1a
ENSDARG00000092488;khnyn;Khnyn;khnyn
ENSDARG00000057025;chrna2b;Chrna2;chrna2b
ENSDARG00000100913;arhgef12b;Arhgef12;arhgef12b
ENSDARG00000027586;top3b;Top3b;top3b
ENSDARG00000037260;toporsa;Topors;toporsa
ENSDARG00000037256;kcnip4b;Kcnip4;si:ch211-145b13.5
ENSDARG00000053665;gabrg2;Gabrg2;gabrg2
ENSDARG00000077547;tmlhe;Tmlhe;tmlhe
ENSDARG00000003512;anks1b;Anks1b;anks1b
ENSDARG00000078805;ap5b1;Ap5b1;ap5b1
ENSDARG00000057429;arg1;Arg1;arg1
ENSDARG00000057417;nudt13;Nudt13;nudt13
ENSDARG00000033537;p4ha1a;P4ha1;p4ha1a
ENSDARG00000059534;jph3a;Jph3;ENSDARG00000059534
ENSDARG00000023448;galnt14;Galnt14;galnt14
ENSDARG00000007869;ehd3;Ehd3;ehd3
ENSDARG00000007774;vash2;Vash2;vash2
ENSDARG00000042577;batf3;Batf3;batf3
ENSDARG00000024471;nsl1;Nsl1;nsl1
ENSDARG00000054076;tatdn3;Tatdn3;tatdn3
ENSDARG00000095457;spata45;Spata45;si:ch211-147d7.5
ENSDARG00000031587;flvcr1;Flvcr1;flvcr1
ENSDARG00000023203;mhc1lda;H2-M10.2;mhc1lda
ENSDARG00000051712;mhc1lfa;Fcgrt;mhc1lfa
ENSDARG00000096830;mhc1lja;H2-Q7;mhc1lja
ENSDARG00000095603;grid2ipb;Grid2ip;grid2ipb
ENSDARG00000029431;prr5l;Prr5l;ENSDARG00000029431
ENSDARG00000062195;fbxo31;Fbxo31;fbxo31
ENSDARG00000089952;dynlrb2;Dynlrb2;ENSDARG00000089952
ENSDARG00000074505;mturn;Mturn;mturn
ENSDARG00000076406;ggcta;Ggct;ggcta
ENSDARG00000088882;gprin3a;Gprin3;si:ch211-149b19.2
ENSDARG00000076011;ppm1ka;Ppm1k;ENSDARG00000076011
ENSDARG00000070127;nfxl1;Nfxl1;nfxl1
ENSDARG00000079816;rhbdd3;Rhbdd3;rhbdd3
ENSDARG00000098330;spef2;Spef2;spef2
ENSDARG00000004634;osbp;Osbp;osbp
ENSDARG00000103588;prrt2;Prrt2;prrt2
ENSDARG00000035308;grb10b;Grb10;grb10b
ENSDARG00000090230;tmem108;Tmem108;tmem108
ENSDARG00000079570;rspo2;Rspo2;rspo2
ENSDARG00000079553;cd83;Cd83;cd83
ENSDARG00000013659;brox;Brox;brox
ENSDARG00000103472;nedd8l;Nedd8;nedd8l
ENSDARG00000040116;znf366;Zfp366;znf366
ENSDARG00000068199;pld3;Pld3;pld3
ENSDARG00000092394;dcun1d4;Dcun1d4;dcun1d4
ENSDARG00000052336;ociad2;Ociad2;ociad2
ENSDARG00000012674;rpusd4;Rpusd4;rpusd4
ENSDARG00000009727;twf2b;Twf2;twf2b
ENSDARG00000004131;rttn;Rttn;rttn
ENSDARG00000002894;aven;Aven;aven
ENSDARG00000062485;dock11;Dock11;dock11
ENSDARG00000078102;psda;Psd;si:ch211-150i13.1
ENSDARG00000079336;strc1;Strc;si:ch211-150j10.4
ENSDARG00000104251;prdm10;Prdm10;prdm10
ENSDARG00000074768;zgc:113295;Zfp612;zgc:113295
ENSDARG00000097245;mtcl3a;Mtcl3;soga3a
ENSDARG00000063311;mtcl3a;Mtcl3;soga3a
ENSDARG00000088571;mtcl3a;Mtcl3;soga3a
ENSDARG00000087426;adissp;Adissp;si:ch211-151p13.8
ENSDARG00000013789;sim1b;Sim1;sim1b
ENSDARG00000017386;sobpb;Sobp;sobpb
ENSDARG00000010816;slc7a14a;Slc7a14;slc7a14a
ENSDARG00000041776;ndst3;Ndst4;ndst3
ENSDARG00000045747;cped1;Cped1;cped1
ENSDARG00000056717;vars2;Vars2;vars2
ENSDARG00000036065;mgat1b;Mgat1;mgat1b
ENSDARG00000089187;wfdc2;Wfdc5;wfdc2
ENSDARG00000045273;tmem204;Tmem204;tmem204
ENSDARG00000000830;telo2;Telo2;telo2
ENSDARG00000031886;ift140;Ift140;ift140
ENSDARG00000016490;rab11fip3;Rab11fip3;rab11fip3
ENSDARG00000011818;batf;Batf;batf
ENSDARG00000001913;palmda;Palmd;palmda
ENSDARG00000067613;dnajc25;Dnajc25;dnajc25
ENSDARG00000071347;aftphb;Aftph;aftphb
ENSDARG00000062824;alx1;Alx1;alx1
ENSDARG00000062821;slc6a15;Slc6a15;slc6a15
ENSDARG00000041747;sspn;Sspn;sspn
ENSDARG00000061762;trim108;Trim72;trim108
ENSDARG00000045692;pphln1;Pphln1;pphln1
ENSDARG00000045691;zcrb1;Zcrb1;zcrb1
ENSDARG00000015966;yaf2;Yaf2;yaf2
ENSDARG00000098734;ccdc14;Ccdc14;ccdc14
ENSDARG00000102981;cyp2k16;Cyp2w1;cyp2k16
ENSDARG00000014953;cnih3;Cnih3;cnih3
ENSDARG00000062695;ccdc126;Ccdc126;ccdc126
ENSDARG00000062688;gpnmb;Gpnmb;gpnmb
ENSDARG00000062664;oxnad1;Oxnad1;oxnad1
ENSDARG00000070831;rftn1a;Rftn1;rftn1a
ENSDARG00000006491;agpat9l;Gpat3;agpat9l
ENSDARG00000102310;gpr179;Gpr179;si:ch211-156l18.8
ENSDARG00000025108;magixa;Magix;magixa
ENSDARG00000076027;kif5c;Kif5c;kif5c
ENSDARG00000074275;limch1a;Limch1;limch1a
ENSDARG00000075330;phox2ba;Phox2b;phox2ba
ENSDARG00000073902;ptpn9b;Ptpn9;ptpn9b
ENSDARG00000077155;tmem116;Tmem116;ENSDARG00000077155
ENSDARG00000067564;zgc:153044;Dusp21;ENSDARG00000067564
ENSDARG00000068192;taf4a;Taf4;taf4a
ENSDARG00000006447;slc19a3a;Slc19a3;slc19a3a
ENSDARG00000040853;shoc2;Shoc2;shoc2
ENSDARG00000074117;cckbra;Cckbr;ENSDARG00000074117
ENSDARG00000016788;zeb1a;Zeb1;zeb1a
ENSDARG00000032043;ftr16;Trim80;ftr16
ENSDARG00000074131;kif5ba;Kif5b;kif5ba
ENSDARG00000091111;tifa;Tifa;ENSDARG00000091111
ENSDARG00000005648;olfml2a;Olfml2a;olfml2a
ENSDARG00000097964;arhgef33;Arhgef33;arhgef33
ENSDARG00000040048;galntl6;Galntl6;GALNTL6
ENSDARG00000102025;znf644b;Zfp644;znf644b
ENSDARG00000037747;fscn1b;Fscn1;fscn1b
ENSDARG00000079873;slc29a4b;Slc29a4;ENSDARG00000079873
ENSDARG00000010758;capn12;Capn12;capn12
ENSDARG00000068421;ttc9b;Ttc9b;ttc9b
ENSDARG00000051785;dhx33;Dhx33;dhx33
ENSDARG00000063126;gusb;Gusb;gusb
ENSDARG00000029463;asap1a;Asap1;asap1a
ENSDARG00000007990;wt1b;Wt1;wt1b
ENSDARG00000076296;triqk;Triqk;triqk
ENSDARG00000075687;anapc1;Anapc1;anapc1
ENSDARG00000087191;wdr93;Wdr93;wdr93
ENSDARG00000077095;hipk1b;Hipk1;ENSDARG00000077095
ENSDARG00000063255;btbd11a;Abtb3;btbd11a
ENSDARG00000094003;serp2;Serp2;serp2
ENSDARG00000051763;sntb2;Sntb2;sntb2
ENSDARG00000101143;vps37bb;Vps37b;ENSDARG00000101143
ENSDARG00000102900;tacr1b;Tacr1;tacr1b
ENSDARG00000045753;tmtc2a;Tmtc2;tmtc2a
ENSDARG00000104726;ncbp2as2;Ncbp2as2;si:ch211-162e15.3
ENSDARG00000069169;cerk;Cerk;cerk
ENSDARG00000060124;timm17b;Timm17b;timm17b
ENSDARG00000069423;tmie;Tmie;tmie
ENSDARG00000068855;bbof1a;Bbof1;ENSDARG00000068855
ENSDARG00000078155;inavaa;Inava;INAVA
ENSDARG00000093990;gzm3.3;Gzmc;si:ch211-165b19.8
ENSDARG00000076814;gzm3.4;Gzmc;si:ch211-165b19.9
